node_id	pr_value
663930	0.00017272194119350025
482708	9.36748538006016e-05
1034017	5.414926175222592e-05
663559	4.7218881584264866e-05
357530	4.5288071981723544e-05
1120567	4.4452800116560396e-05
663605	4.205315796993747e-05
663682	3.717308652129836e-05
664788	3.413822442729904e-05
1108860	3.391733001041632e-05
